data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4565880,356,IND45220,45220,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Assam,Tinsukia,Doom Dooma,Doom Dooma,27.5664,95.5544,1,Assam Tribune (India),Subnational,"On February 4, members of the All Assam Students' Union sat on a 10-hour hunger strike in Doom Dooma city (Tinsukia, Assam), as part of a statewide protest called by the AASU and 30 other organisations against the Citizenship (Amendment) Bill, 2016.",0,1552576404,IND
4565881,356,IND45221,45221,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,1,The Hindu,National,"On 4 Feb, in Coimbatore (Coimbatore, TN), students of Rathinam Technical Campus (Institute of Technology) staged a protest inside the campus and later on the road to denounce the institution's alleged harrassment of students from the Scheduled Castes and Scheduled Tribes communities.",0,1552576404,IND
4565882,356,IND45222,45222,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Manipur,Thoubal,Kakching,Kakching,24.4973,93.9821,1,Sangai Express (India),Subnational,"On February 4, All Kakching Students' Union along with Ideal Youth Association (IYA) and different organisations took out a torch rally in Kakching city (Kakching, Manipur), against the Citizenship Amendment Bill.",0,1552576404,IND
4565883,356,IND45223,45223,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Manipur,Thoubal,Thoubal,Khangabok,24.6158,94.0064,1,Imphal Free Press (India),Subnational,"On February 4, students from KM Blooming Higher Secondary School formed a human chain in NH-102 in Khangabok village (Thoubal, Manipur), in protest against the Citizenship Amendment Bill. Students from the Khangabok Higher Secondary School also staged a protest.",0,1552576404,IND
4565884,356,IND45224,45224,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Manipur,Thoubal,Thoubal,Wangjing,24.5909,94.0439,1,Imphal Free Press (India),Subnational,"On February 4, students of Royal Academy Higher Secondary School staged a protest rally in Wangjing village (Thoubal, Manipur), against the Citizenship Amendment Bill.",0,1552576404,IND
4565885,356,IND45225,45225,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Udhampur,Udhampur,Sunthan,32.8455,75.1113,1,Daily Excelsior,Subnational,"On 4 Feb, students and locals blocked the main road and staged a protest at Sounthan village (Udhampur, J&K) against the Public Works Department over the poor condition of the road.",0,1552576404,IND
4565886,356,IND45226,45226,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India); AISF: All India Students Federation; SFI: Students Federation of India,6,,,0,60,Southern Asia,India,Assam,Kamrup Metropolitan,Guwahati,Guwahati,26.1892,91.7722,1,Assam Tribune (India),Subnational,"On February 4, members of the All Assam Students' Union sat on a 10-hour hunger strike in Guwahati city (Kamrup Metropolitan, Assam), as part of a statewide protest called by the AASU and 30 other organisations against the Citizenship (Amendment) Bill, 2016. The All India Students' Federation (AISF) and the Students' Federation of India (SFI) also took out a procession in the city.",0,1552576404,IND
4565887,356,IND45227,45227,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India); CPI(M): Communist Party of India (Marxist),6,,,0,60,Southern Asia,India,Assam,Lakhimpur,North Lakhimpur,North Lakhimpur,27.2351,94.1035,1,Sentinel (India),Subnational,"On February 4, members of the All Assam Students' Union sat on a 10-hour hunger strike in North Lakhimpur city (Lakhimpur, Assam), as part of a statewide protest called by the AASU and 30 other organisations against the Citizenship (Amendment) Bill, 2016. The CPI-M also staged a protest rally in the city.",0,1552576404,IND
4565888,356,IND45228,45228,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India); Muslim Group (India),6,,,0,60,Southern Asia,India,Manipur,Thoubal,Lilong,Lilong,24.6818,93.9303,1,Imphal Free Press (India),Subnational,"On February 4, students of Islamic English School staged a protest rally in Lilong city (Thoubal, Manipur), against the Citizenship Amendment Bill.",0,1552576404,IND
4565889,356,IND45229,45229,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India); Teachers (India),6,,,0,60,Southern Asia,India,Manipur,Thoubal,Thoubal,Khongjom,24.5386,94.0414,1,Imphal Free Press (India),Subnational,"On February 4, teachers and students of Standard English School organized a protest rally in Khongjom village (Thoubal, Manipur), against the Citizenship Amendment Bill.",0,1552576404,IND
4565890,356,IND45230,45230,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Students (India); Teachers (India); Labour Group (India),6,,,0,60,Southern Asia,India,Manipur,Imphal West,Imphal,Imphal,24.7908,93.9302,1,Sangai Express (India),Subnational,"On February 4, students, teachers and staff of the Manipur University staged a sit in demonstration in the campus in Imphal city (Imphal West, Manipur), against the Citizenship Amendment Bill. Similar protests were organized by locals at several places of the city.",0,1552576404,IND
4565891,356,IND45231,45231,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Manipur,Imphal West,Imphal,Imphal,24.7908,93.9302,1,Sangai Express (India),Subnational,"On February 4, teachers under the Joint SSA and RMSA Teachers' Association Manipur staged a protest rally in Imphal city (Imphal West, Manipur), to demand treatment for 3500 teachers as regular teachers, and release of their salaries.",0,1552576404,IND
4565892,356,IND45232,45232,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,Bankura,Bankura,Bankura,23.2324,87.0716,2,Telegraph (India),National,"On February 4, TMC activists staged protests and burnt effigies in Bankura district (West Bengal), in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565893,356,IND45233,45233,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,Birbhum,Suri,Suri,23.908,87.5277,2,Telegraph (India),National,"On February 4, TMC activists staged protests and burnt effigies in Birbhum district (West Bengal), in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565894,356,IND45234,45234,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,Burdwan,Asansol,Asansol,23.6743,86.9517,1,Asian News International,Regional,"On February 4, TMC activists staged Rail Roko (squatting on railway tracks) and burnt effigies in Asansol city (Paschim Bardhaman, West Bengal), in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565895,356,IND45235,45235,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,Burdwan,Asansol,Asansol,23.6743,86.9517,2,Telegraph (India),National,"On February 4, TMC activists staged protests and burnt effigies in Paschim Bardhaman district (West Bengal), in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565896,356,IND45236,45236,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,Hooghly,Chinsurah Magra,Chinsurah,22.8927,88.394,2,Telegraph (India),National,"On February 4, TMC activists staged protests and burnt effigies in Hooghly district (West Bengal), in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565897,356,IND45237,45237,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,Hooghly,Serampur Uttarpara,Rishra,22.7244,88.3295,1,Asian News International,Regional,"On February 4, TMC activists staged Rail Roko (squatting on railway tracks) in Rishra city (Hooghly, West Bengal), in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565898,356,IND45238,45238,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,Howrah,Howrah,Howrah,22.5968,88.263,2,Telegraph (India),National,"On February 4, TMC activists staged protests and burnt effigies in Howrah district (West Bengal), in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565899,356,IND45239,45239,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,3,India Blooms News Service; Telegraph (India),National,"On February 4, TMC activists staged protests, blocked trains, and burnt effigies of the Prime Minister in several places in West Bengal state, in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565900,356,IND45240,45240,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,Malda,Malda,Malda,25.0107,88.1409,1,United News of India,National,"On February 4, TMC and Youth TMC activists staged a dharna in Rathbari area in Malda city (Malda, West Bengal), in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565901,356,IND45241,45241,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,North 24 Parganas,Barasat,Barasat,22.7231,88.4806,2,Telegraph (India),National,"On February 4, TMC activists staged protests and burnt effigies in North 24 Parganas district (West Bengal), in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565902,356,IND45242,45242,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party,6,,,0,60,Southern Asia,India,West Bengal,Purulia,Purulia,Purulia,23.3315,86.366,2,Telegraph (India),National,"On February 4, TMC activists staged protests and burnt effigies in Purulia district (West Bengal), in support of the Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565903,356,IND45243,45243,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party; GJM: Gorkha Janmukti Morcha,6,,,0,60,Southern Asia,India,West Bengal,Darjeeling,Darjeeling,Darjeeling,27.0362,88.262,2,Telegraph (India),National,"On February 4, members of the Gorkha Janmukti Morcha staged protest rallies in several places of Darjeeling district (West Bengal), in support of the TMC and Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565904,356,IND45244,45244,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party; GJM: Gorkha Janmukti Morcha,6,,,0,60,Southern Asia,India,West Bengal,Darjeeling,Darjeeling,Darjeeling,27.0362,88.262,1,Telegraph (India),National,"On February 4, members of the Gorkha Janmukti Morcha staged a protest and burnt effigies in Darjeeling city (Darjeeling, West Bengal), in support of the TMC and Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565905,356,IND45245,45245,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party; GJM: Gorkha Janmukti Morcha,6,,,0,60,Southern Asia,India,West Bengal,Darjeeling,Kurseong,Kurseong,26.8818,88.2774,1,Telegraph (India),National,"On February 4, members of the Gorkha Janmukti Morcha staged a protest march in Kurseong city (Darjeeling, West Bengal), in support of the TMC and Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565906,356,IND45246,45246,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),TMC: Trinamool Congress Party; GJM: Gorkha Janmukti Morcha,6,,,0,60,Southern Asia,India,West Bengal,Kalimpong,Kalimpong,Kalimpong,27.0705,88.4752,2,Darjeeling Chronicle,Subnational,"On February 4, members of the Gorkha Janmukti Morcha staged protest rallies in several places of Kalimpong district (West Bengal), in support of the TMC and Chief Minister's dharna against a Central Bureau Investigation (CBI) team who tried to arrest a cop in Kolkata, in connection with a chit-fund scam. The CM claimed the Centre government attempted a coup at the state.",0,1552576404,IND
4565907,356,IND45247,45247,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Andhra Pradesh,East Godavari,Kakinada,Kakinada,16.9603,82.238,2,Hans India,National,"On 4 Feb, in East Godavari district (AP), the East Godavari BC Welfare Association staged a protest at the U-Kothapalli Mandal Parishad office to denounce the neglect of toddy tappers and other sub-castes in BC social section.",0,1552576404,IND
4565908,356,IND45248,45248,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Karnataka,Bellari,Hagaribommanahalli,Kamalapuram,15.3044,76.4765,1,The Hindu,National,"On 4 Feb, in Kamalapuram in Hagaribommanahalli tehsil (Bellari, Karnataka), locals, including descendants of Anegundi's Vijayanagara, staged a protest against the damage done by three rioters to the pillars of the Hampi UNESCO World Heritage Site demanding adequate protection for the monument.",0,1552576404,IND
4565909,356,IND45249,45249,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Assam,Kamrup Metropolitan,Dispur,Dispur,26.1433,91.7896,1,Assam Tribune (India),Subnational,"On February 4, members of the Asom Anusuchit Jati Parishad (AAJP) staged a sit-in demonstration at Last Gate in Dispur city (Kamrup Metropolitan, Assam), against the Citizenship (Amendment) Bill, 2016.",0,1552576404,IND
4565910,356,IND45250,45250,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Kerala,Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,8.4855,76.9492,1,Times of India,National,"On 4 Feb, in Thiruvananthapuram (Thiruvananthapuram, Kerala), protesters including endosulfan victims marched towards the official residence of the chief minister of health to demand compensation for people who were affected by the pesticide. Day 5",0,1552576404,IND
4565911,356,IND45251,45251,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Maharashtra,Ahmednagar,Ahmednagar,Ahmednagar,19.0945,74.7384,1,Times of India,National,"On 4 Feb, in Ahmednagar city (Ahmednagar, Maha), Ralegan Siddhi locals staged a protest outside the Ahmednagar's collector's office for 2 hours in solidarity with Anna Hazare who was on an indefinite fast over several demands for farmers.",0,1552576404,IND
4565912,356,IND45252,45252,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Maharashtra,Mumbai City,Mumbai City,Mumbai,19.0728,72.8826,1,The Hindu,National,"On 4 Feb, in Mumbai (Mumbai city, Maha), residents led by social activist Medha Patkar held a silent candle march from Vidyavihar to Mantralaya demanding rehabilitation of Mahul residents.",0,1552576404,IND
4565913,356,IND45253,45253,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Manipur,Imphal East,Sawombung,Lamlai,24.867,94.0755,2,Imphal Free Press (India),Subnational,"On February 4, locals staged a sit-in-protest in Chingkhei Mayai Leikai village under Lamlai police station area (Imphal East, Manipur), after a man and his daughter were shot dead by unidentified men the day before. The reason behind the attack is unknown.",0,1552576404,IND
4565914,356,IND45254,45254,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Manipur,Imphal West,Patsoi,Patsoi,24.7861,93.8805,1,Sangai Express (India),Subnational,"On February 4, locals staged a sit in demonstration in Patsoi city (Imphal West, Manipur), against the Citizenship Amendment Bill.",0,1552576404,IND
4565915,356,IND45255,45255,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Manipur,Kakching,Kakching,Keirak,24.5258,93.9622,1,Sangai Express (India),Subnational,"On February 4, local people took out a torch rally in Keirak village (Kakching, Manipur), in protest against the Citizenship Amendment Bill.",0,1552576404,IND
4565916,356,IND45256,45256,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Manipur,Kakching,Kakching,Tangjeng Khunjao,24.3142,93.8595,1,Imphal Free Press (India),Subnational,"On February 4, locals of the Tangjeng Heibong Leirak Youth Association and Linthoingambi Meira Paibi, Kiyam Siphai, jointly organized a protest in Tangjeng Khunjao village (Kakching, Manipur), against the Citizenship Amendment Bill.",0,1552576404,IND
4565917,356,IND45257,45257,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Manipur,Thoubal,Kakching,Pallel,24.4492,94.0203,1,Sangai Express (India),Subnational,"On February 4, local people took out a torch rally in Pallel village (Kakching, Manipur), in protest against the Citizenship Amendment Bill.",0,1552576404,IND
4565918,356,IND45258,45258,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Manipur,Thoubal,Kakching,Wabagai,24.5309,93.9433,1,Sangai Express (India),Subnational,"On February 4, local people took out a torch rally in Wabagai village (Kakching, Manipur), in protest against the Citizenship Amendment Bill.",0,1552576404,IND
4565919,356,IND45259,45259,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Manipur,Thoubal,Thoubal,Athokpam,24.6241,94.004,1,Imphal Free Press (India),Subnational,"On February 4, locals held a protest meeting in Athokpam Khunou village (Thoubal, Manipur), against the Citizenship Amendment Bill.",0,1552576404,IND
4565920,356,IND45260,45260,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Manipur,Thoubal,Thoubal,Charangpat Maning,24.6432,94.0316,1,Sangai Express (India),Subnational,"On February 4, local people took out a torch rally in Charangpat Manning village (Thoubal, Manipur), in protest against the Citizenship Amendment Bill.",0,1552576404,IND
4565921,356,IND45261,45261,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Manipur,Thoubal,Thoubal,Thoubal Khunou,24.6659,94.0011,1,Sangai Express (India),Subnational,"On February 4, local people took out a torch rally in Thoubal Khunou village (Thoubal, Manipur), in protest against the Citizenship Amendment Bill.",0,1552576404,IND
4565922,356,IND45262,45262,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Odisha,Koraput,Jeypore,Jeypore,18.8616,82.5514,2,Orissa TV (India),Subnational,"On February 4, displaced families of Telengiri irrigation project staged dharna near the project site in Jeypore area (Koraput, Odisha). They claimed that some of them have not been identified as displaced, and others have not received compensation.",0,1552576404,IND
4565923,356,IND45263,45263,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Tamil Nadu,Tirunelveli,Tirunelveli,Tirunelveli,8.7251,77.6845,1,The Hindu,National,"On 4 Feb, in Turnelveli (Tirunelveli, TN), residents of Karivalamvandhanallur and Ammankulam staged a protest at the Collectorate demanding drinking water and other basic amenities (toilets, drainage facility, drinking water, street lights, roads and a pathway to the graveyard).",0,1552576404,IND
4565924,356,IND45264,45264,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Poonch,Mendhar,Mendhar,33.6104,74.1388,1,Daily Excelsior,Subnational,"On 4 Feb, youths staged a protest and blocked the Mendhar-Jammu road in Mendhar town (Poonch, J&K), demanding the release of a local youth who had been arrested after posting material against a university VC online. Police attended the scene, but do not appear to have physically intervened.",0,1552576404,IND
4565925,356,IND45265,45265,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jagti,32.8083,74.8958,1,State Times (India),Subnational,"On 4 Feb, the Anna Hazare Anti-Corruption Movement staged an anti-corruption protest at Jagti town (Jammu, J&K), demanding the implementation of the Lokpal act.",0,1552576404,IND
4565926,356,IND45266,45266,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Srinagar,Srinagar North,Srinagar,34.0857,74.8056,1,Daily Excelsior,Subnational,"On 4 Feb, the Kashmir Women's Collective staged a protest at a public park in Srinagar city (J&K) against the government's decision to reinstate stamp duty on the purchase of property for women in J&K.",0,1552576404,IND
4565992,356,IND45542,45542,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Farmers (India); Unidentified Caste Group (India),6,,,0,60,Southern Asia,India,Chhattisgarh,Bilaspur,Bilaspur,Bilaspur,22.08,82.1554,2,Hitavada,National,"On 4 Feb, in Bilaspur district (Chhattisgarh), during a ""Chhattisgarh bandh"" called by SC/ST/OBC, Minorities Sanyukta Morcha and OBC Mahasangh Chhattisgarh demanding a higher percentage of reservations to SC/ST/OBC, farmers and other organizations marched from Bilaspur to Raipur to raise awareness about the demand. Day 3",0,1552576404,IND
4565993,356,IND45543,45543,04-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Maharashtra,Pune,Pune,Pune,18.5195,73.8553,1,Hindustan Times (India),National,"On 4 Feb, in Pune city (Pune, Maha), around 250 graduates of Bachelor of Education (BEd) and Diploma in Education (DEd) from different colleges under Savitribai Phule Pune University (SPPU) staged a protest outside the campus for not getting jobs. Five protesters underwent a fast unto death. Protest still ongoing as of 9 Feb. Day 1",0,1552576404,IND
5019241,356,IND47757,47757,04-Feb-19,2019,1,Violence against civilians,Sexual violence,Military Forces of India (2014-),,1,Civilians (India),Military Forces of India (2014-),7,17,Southern Asia,India,Karnataka,Bengaluru Urban,Bengaluru,Bengaluru,12.9719,77.5936,1,Times of India,National,"On 4 Feb, in Bengaluru city (Bengaluru Urban, Karnataka), a member of the defense personnel was allegedly assaulted and raped by an army major in the latter's car on Old Airport Road. The attacker was later arrested and granted interim bail.",0,1552995121,IND
4566005,356,IND46202,46202,03-Feb-19,2019,2,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Rajasthan,Jaipur,Jaipur,Jaipur,26.9142,75.7872,2,DNA Daily News and Analysis,National,"Assumed on 3 Feb, in Jaipur area (Rajasthan), locals staged a protest against the construction of a wall by the Jaipur Development Authority (JDA), alleging that the boundaries set are in favour of an adjoining private property. [Size=no report]",0,1552576404,IND
4566004,356,IND46203,46203,03-Feb-19,2019,1,Riots,Mob violence,Kaithoon Communal Militia (India),,4,Rioters (India),Police Forces of India (2014-),5,45,Southern Asia,India,Rajasthan,Kota,Ladpura,Kaithoon,25.1241,75.9722,2,Times of India,National,"On 3 Feb, in Kaithoon area (Rajasthan), a constable died during a clash among his family members and another group over a road accident. The other group were armed with firearms and stones. At least 6 were injured, 4 in critical condition.",1,1552576404,IND
4566006,356,IND46201,46201,03-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),GKTS: Gujarat Kshatriya Thakor Sena,6,,,0,60,Southern Asia,India,Gujarat,Gandhinagar,Gandhinagar,Gandhinagar,23.2166,72.6833,1,Times of India,National,"On 3 Feb, in Gandhinagar (Gandhinagar, Gujarat), at least 7 members of the Gujarat Kshatriya Thakor Sena (GKTS) party resigned from their post. The members also held a massive rally to protest against their chief, Alphesh Takor, and his alleged ""autocratic"" ways. [size=massive]",0,1552576404,IND
4566007,356,IND46200,46200,03-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Rajasthan,Bundi,Keshoraipatan,Keshoraipatan,25.2928,75.9395,1,Times of India,National,"On 3 Feb, in Keshoraipatan (Bundi, Rajasthan), young job applicants staged a protest and halted the passenger train demanding the reexamination of their papers and condemning the railway administration for the train delay. Police and the GRP intervened to pacify the protesters but no physical contact was reported. [size=hundreds]",0,1552576404,IND
4566169,356,IND45061,45061,03-Feb-19,2019,1,Violence against civilians,Attack,Police Forces of India (2014-),,1,Civilians (India),AIP: Awami Ittehad Party,7,17,Southern Asia,India,Jammu and Kashmir,Srinagar,Srinagar North,Srinagar,34.0857,74.8056,1,Kashmir Images,Subnational,"On 3 Feb, masked police allegedly assaulted AIP politician Engineer Rashid at his house in the Jawahar Nagar area of Srinagar city (J&K) and transferred him to the Rajbagh police station. He had been under house arrest at the time of the alleged assault.",0,1552576404,IND
4566170,356,IND45062,45062,03-Feb-19,2019,1,Riots,Violent demonstration,Rioters (India),,5,Police Forces of India (2014-),Civilians (India),1,15,Southern Asia,India,Haryana,Gurgaon,Gurgaon,Gurgaon,28.4601,77.0263,1,Times of India,National,"On 3 February, relatives of a woman who was murdered by her husband attacked police officers and the accused in the Sector 5 police station, Gurgaon (Gurgaon, Haryana), where they had gone to demand action against the husband's parents as well. There may have been as many as 15-20 of her relatives, who ""scuffled"" with officers on duty.",0,1552576404,IND
4566171,356,IND45063,45063,03-Feb-19,2019,1,Riots,Mob violence,Rioters (India),BJP: Bharatiya Janata Party,5,Civilians (India),CPI(M): Communist Party of India (Marxist),7,57,Southern Asia,India,Tripura,South Tripura,Poangbari,Srinagar,23.0032,91.5743,1,Tripura Infoway (India),Subnational,"On February 3, a CPI-M party office was burnt down by suspected BJP members in Srinagar village in Sabroom area (South Tripura, Tripura).",0,1552576404,IND
4566172,356,IND45064,45064,03-Feb-19,2019,1,Strategic developments,Arrests,Police Forces of India (2014-),,1,Civilians (India),RSS: Rashtriya Swayamsevak Sangh,7,17,Southern Asia,India,Kerala,Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram,8.4855,76.9492,1,Times of India,National,"Arrests: On 3 Feb, in Thiruvananthapuram city (Thiruvananthapuram, Kerala), police arrested an RSS leader and two others in connection with the country bomb attack at the Nedumangad police station on 3 Jan.",0,1552576404,IND
4566173,356,IND45065,45065,03-Feb-19,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Punjab,Jalandhar,Jalandhar,Jalandhar,31.3255,75.5791,1,Chandigarh Tribune,Subnational,"On 3 February, local residents and users of Surya Enclave staged a protest at the society park there, in Jalandhar (Jalandhar, Punjab) against the decision of the Jalandhar Improvement Trust to auction public parks to alleviate debt.",0,1552576404,IND
