title|location|date|body

War booty and a benefactor|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|Hyderabad has a new attraction — the Mir Alam Park on the banks of the lake by the same name in the southern part of the city. The six-acre park at the foothill of Mir Mahmood ki Pahadi perpetuates the name of the nobleman who was a minister of the Nizam Ali Khan. Near Charminar one of the most bustling markets for almost anything is the Mir Alam Mandi. It is a cacophony of noises, smells and colours framed by a graceful arch. And inside the Salar Jung Museum are a bunch of ivory chairs with intricately wrought patterns and shapes that were gifted by the French king Louis XVI to the Mysore ruler Tipu Sultan. The one man who binds all these strands of Hyderabad is Mir Alam Bahadur or Mir Abul Qasim. Mir Abul Qasim was born a few metres away from Charminar in an area known as Irani Gully or as is now popularly known, Burqa Gully. His father hailed from Shustar region of Iran and settled down in Hyderabad. Beginning his career as a vakil to one of Nizam’s courtiers, Mir Abul Qasim came into his own when he led the Nizam’s soldiers to fight Tipu Sultan in 1799. While the Paigah nobles were opposed to aligning with the British to fight Tipu Sultan, Mir Alam had no such qualms. At the battle of Seringapatam as Tipu Sultan’s challenge folded up, a massive share of the spoils came the way of Mir Alam who in turn shared it with the Nizam. But the greed for treasure never ends. If Mir Alam gifted the Nizam some of the spoils of war, the courtiers began whispers about the wealth he had secreted away. Another sticking point for the Nizam was a partition deal agreed by Mir Alam. While the Nizam and the British shared some of the dominions of Tipu, a big chunk of the kingdom of Mysore went to the Wodeyars, the traditional rulers of the land. As the army which defeated Tipu Sultan had been bankrolled by the Nizam, who had also contributed almost half the soldiers for the war, he felt he should have got a more significant share. This heartburn led to a fissure in the relationship between the powerful nobleman and the Nizam. But it is in his role as a benefactor of Hyderabad that Mir Alam is best remembered. He was instrumental in deepening and creating one of the modern wonders of Hyderabad when French engineers built a dam near Mir Mahmood ki Pahadi to create the Mir Alam Tank. Completed in 1806, it was a source of drinking water for the southern part of the city for years. The Mir Alam Mandi too is a gift of the nobleman, as are the ivory chairs, now in the Salar Jung Museum. The legacy of Mir Alam continued when his son-in-law Munir ul Mulk became the key minister in Nizam’s cabinet. Munir ul Mulk’s grandson Mir Turab Ali Khan rose to prominence as the Salar Jung after his appointment in 1853, according toImperial Gazetteer of India. Mir Alam died in 1808 and is buried in Mir Momin ka Daira not very far from Mir Alam Mandi and Mir Alam Tank. With the addition of the Deccan themed park, the legacy of the 18th century nobleman continues to resonate in Hyderabad.   Multi-arch dam The retaining wall of Mir Alam Tank is a brick and masonry structure designed by the same gentleman who executed the construction of the British Residency building. While most dams in and around Hyderabad are built with stone and masonry, the Mir Alam Tank is a rare multi-arch dam built with bricks.

Options aplenty|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|I am a class XII humanities student, who is in the process of writing my board exams in English, Hindi, political science, geography, history, and physical education. I don’t know what I want to do after class XII, as I do not know my field of interest. I am a good listener, I can give good advice, and love reading. Other than that, I don’t know what I want to do. Please guide me about the different fields which are unique. - Divya Shrivastava Dear Divya, I hope you have completed your board exams and finally have some time to breathe and keenly think about your field of interests. Since you are a good listener and can give sound advice and love to read, do you want to consider psychology or law? Both are pretty unique and have brilliant scope. English literature is also a good option. What do you really enjoy? Would you want to teach? Do you see yourself being a therapist, or someone in the advertising world, an event manager? Or do you want to specialise in mass communication, work with a leading business house, or be a journalist? Please meet an equipped career counsellor to help you narrow your search with your interest and skill sets. I am 21 years old and have completed my B.E. in EEE. I got a job through college placements, but wasn’t interested in the software job. My passion was always helping people, so I opted for teaching. During B.E, I took tuitions for school students. Presently, I am working as a math faculty in a private institution, but I want to do something to improve people’s life and for my country. I am the only earning member in my middle-class family. How can I improve my career? - Subha Sri Dear Subha Sri, What else in addition to teaching would you like to do, in order to make a difference? Please shortlist specific areas of interest and skill sets that you would you want to develop (whilst working). Many reputed universities offer online courses, specialised programmes through distant education in social work, public health and administration, counselling psychology and master’s in many disciplines like math, for example. Alternatively, there are also organisations (like Teach For India) that are supportive of young adults and that you can join part-time till you find your calling. You could also join the Indian Army, Navy, or Air Force with your B.E credits, as a direct entry. Think of where you see yourself in the next few years and what makes you wake up effortlessly to be charged and ready for a bright new day; you will find your answer. I am currently pursuing my third year in B.A.(Hons.) English, from Delhi University. I am least interested in pursuing M.A. in literature and am considering an MBA in international business or HR. Is there any scope for me? I have studied science in higher secondary. What should I do? - Tina Shah Dear Tina, MBA in international business is a great choice as you can pursue a career as an international trade specialist, an economist, or specialise in marketing and sales or business development or supply chain, become a risk management director, or even run your own business, eventually. An MBA in human resource management, on the other hand, can equip you with the knowledge and skills that you need to deal with high stress situations and develop talent within an organisation. HR is, by far, the most important department of any organisation. Everything from hiring to firing, and in between, is taken care of by HR. HRM extends great potential for employee and company schemes, recruiting, increasing employee benefits, reworking effective policies, appraisals, designing and engaging in training and development, enhancing job stability and improving overall job satisfaction of the office employees. I am 15 years old and am currently studying in class X. I am passionate about astrophysics, and want to pursue a career in the same. Could you tell me about colleges offering courses in astrophysics (for example, B.Sc Astrophysics), in India, and what are the exams through which I must attempt, in order to get admission to such colleges? - Arjun Sijai Dear Arjun, I am assuming that you are passionate about physics, space, and understanding the physical world. First, you have to complete your 10+2 exam in the science stream, and do exceptionally well in math and physics. After 10+2, you will need to take mandatory entrance exams to make it to the college of your choice. You could do a B.Sc or BS-MS in physics and then complete your Ph.D. in astrophysics from IISc, IISERs, which are good institutes for a degree in physics, and of course, the IITs (engineering physics is a course offered by only a few IITs). You could also do B.E in EEE, ETC, or a course in engineering physics across the IITs, BITS Pilani, IISER Mohali, IIST, or other prominent institutes. All these institutions will give you a good headstart. The rest depends on your discipline and consistency. Disclaimer: This column is not a substitute for long-term therapy. It is merely a guiding voice. Some issues may need medical intervention. The author is a practising counsellor and a trainer. She will answer questions sent to eduplus.thehindu@gmail.com. The subject line should be: ‘Off the edge’

Complementing the narrative|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|Cinematographer Karthik Ghattamaneni is never seen at social gatherings and official functions. He’s uncomfortable when facing a camera but at ease behind one. “I just go to Tirupati after the film wraps up and pray for the success, then I detach myself,” he shares during a chat. His filmChitralahariis set to release on April 12. AfterKrishnarjuna Yuddham, Karthik didn’t take up any project for a long time, as he was committed to work on an untitled project to be directed by Praveen Sattaru. Unfortunately that got shelved after a spade work of six to seven months. He had to give up around six offersfor this project during that time. Creative freedom  Kishore Tirumala’sChitralahariis the kind of cinema happening these days, the kind that works for Karthik. Until then, he had been getting only mass type of films. Commenting on his choice, Karthik states that there is no guarantee that films big in scale will work, but films likeChitralahariirrespective of the result, make him happy. He can contribute to the staging part and there is scope for creative freedom and discussions, as well as enough space and time to take the shots. He has different strategies of camera placements for each director and film. He shares, “For three minutes of footage, you might take 15 or 10 shots but for the same footage in another film, there could be 50 shots and you don’t know if you are doing right or wrong. You can take too many shots if the planning is good. Sometimes for a formula film, on the day of shoot there is discussion happening, content improvisation happens on the spot and shot speed becomes problematic as we wouldn’t be ready. With spontaneous people, the process is different. With such directors around, I do key lighting only when actors starts performing; but in films likeAwe, we did the lighting first and then called the actor for the shot. Each project has a different demand. Spontaneous shoot works with directors who are collaborative.” Karthik comes from Rajiv Menon’s school where he was taught that if cinematography is clearly evident that means you are doing something wrong. If people say it is amazing then you messed it up. If your work supports it, then it becomes an invisible art form. He recalls his past two films and the feedback, “When people said lighting scheme inAwewas amazing, it meant they didn’t watch the film. ForNinnu Korithey said the film is nice and that is because they got connected to the story. After a point they are not seeing cinematography, they are seeing characters and their story.” Karthik adds, “Both camera and story should travel together. Rajiv Menon would say if you are concentrating on photography, why choose films? For films of Sanjay Leela Bhansali, we see grandeur and we expect it, so we can show it on a big scale. When a character is living in a simple house, I don’t believe in elevating the scale.” He reveals directors Sekhar Kammula, Kranti Madhav, Kishore Tirumala are smarter, they don’t come up with their idea of their shot; they talk of content and want cinematographers to contribute. Only when they are not satisfied, do they suggest. They wait for the technician’s contribution, hoping their idea might be better. They value inputs.” SinceChitralahariis about a guy with a lot of failures and his journey, Karthik treated it as a simple film that connects with young audiences. It is peppy, consistent, simple and candid, with a little stylisation through colour. Lot of yellows and blues were used and the art department kept it trendy. It is mostly an indoor film and the mood of the film keeps moving with the character’s mood. Seventy percent shot in Hyderabad and 30% in Mumbai.  For three minutes of footage, you might take 15 or 10 shots but for the same footage in another film, there could be 50 shots

What’s your narrative?|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|Every person has his/her own strengths and weaknesses. Some people are good at learning, some people are better at being practical. There can be no set criteria of selecting students for admissions as there are students who might not score 90% but might be passionate for something other than studying set subjects. In order to be fair to everyone, universities ask for a Statement of Purpose (SoP). It is an essay that a student writes when seeking admission to universities (especially universities abroad). This essay reflects a student’s passion, work experience and the will to put his or her hundred percent in learning. “Many universities follow a holistic assessment process. This would mean, that they would assess the respective student not just on tangible measures like marks obtained in competitive exams like Boards, SAT/ACT, or GMAT/GRE but also measures such as purpose, commitment level, fitment with programme, overall personality, and so on. All of these together are referred to as an applicant’s narrative, profile or story. Application essays are purported to convey the applicant’s story,” says Abhishek Singhal, Co-Founder of UnivAdmitHelp. An SoP gives a student a chance to convince the evaluator that he or she is worth the university’s time, energy and resources. Having read hundreds of SoPs for a single course, an evaluator is trained to catch pre-drafted SoPs and is always looking for something genuine. “Think of it as an opportunity to give a monologue to someone who is interested but tired, kind of like the lecture after the lunch break,” Abhishek explains. Work out the WHYs The essay is considered to be one of the most important part of the admission process. Students should keep in mind that the evaluators are not looking for a mention of one’s educational qualifications and work experiences. They are looking for what did you personally to gain out of those educational degrees and what you learnt while working in the said field. It is important to answer all the ‘why’s like why this university, why this course, why this country. Chalk out your goal for the evaluator and explain briefly how you plan to work towards that goal. “An SoP is all about your independent thinking, experiences and failures, what helped you in becoming who you are today, and not just what you have mastered professionally, but also personally. If you go and venture your time in explaining your academic or professional achievements, it won’t do. It is already there for you to write about in other parts of your application,” says Adarsh Khandelwal, Co-Founder and Director at Collegify.   Chalk out your goal for the evaluator and explain briefly how you plan to work towards that goal.   Quick points to remember while writing an SoP:  Why do you want to study this specific degree? Why do you want to study at this particular college? What do you plan to do with your degree after graduation? Would you choose to end up with a job or take up research?

Knowledge Quiz|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|Q1BBC had a current affairs programme called “Panorama” since 1953, that is still going strong with a prime-time slot. In 1957, their programme consisted of a Swiss family harvesting a popular food item from their family tree. After the programme aired, the BBC received several calls asking for advice on growing their own tree to produce ______. The BBC told them to ‘place a sprig of ______ in tomato sauce and hope for the best.’ At the time, this dish was uncommon in the U.K., and was considered an exotic luxury. So, Britons were unaware of how it was made and from whence it came. This was BBC’s first ever April Fool’s joke, that was made 66 years ago today. What was this exotic food item that Britons thought they could grow? Q2The segment ‘Flight of the _______’ was featured in the opera “The Tale of Tsar Saltan”, written by Nikolai Rimsky-Korsakov. Its composition is intended to evoke the seemingly chaotic and changing flying pattern of a _______. Despite the segment not being an area of focus in the opera, it gained fame because of its usage in pop culture. What is the segment named, given that it closes out an act where a character is turned into an insect, so he can fly away? Q3This university is an international and research-intensive institution located near Rajgir in India. It was set up to emulate the earlier version of the institution, widely considered the greatest of all ancient monasteries, and as the world’s first residential institution that stood for over 800 years. The initial version was likely ransacked and destroyed by the Mamluk dynasty. What is its name, that’s attributed to the abundance of lotus stalks in the area, and would come to mean ‘giver of lotus stalks?’ Q4This genetic hybrid of a female horse (mare) and a male donkey offers the best of both animals. It is less obstinate and more intelligent than a donkey, while it is more patient, hardy, and long-lived than horses. Often referred to as a beast of burden, this animal is mostly used for carrying loads. It was notably used in the Anglo-Afghan wars to carry ammo. Which ‘fantastic beast’ is this? Q5It was invented accidentally by Joseph Priestley in 1767, when he discovered a method to infuse water with carbon dioxide. It is known as sparkling water or carbonated water in many regions. However, in America and non-Commonwealth regions, a different term is used. It comes from the fact that a German town, renowned for its mineral springs holds a genericised trademark for this naturally carbonated water. What is it called? Q6This word comes from Etienne de _______, a French finance minister, who in 1759, was forced to impose severe economic restrictions, and cost-cutting measures upon the French people. Therefore, the word initially meant ‘to do or make something very cheaply.’ Before the advent of photography, this method was the cheapest way of recording a person’s image. It was usually done on a white background, and the person’s likeness would be portrayed by opaque, dark, black ink. (pictured) What is this method/word called?
They are the champions|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|It took more than a decade for Ameesha Joshi and Anna Sarkissian, two independent filmmakers from Canada, to document the rise of Indian women boxers. The iconic Mary Kom is the central figure of the documentary,With This Ring, recently uploaded for public viewing on YouTube. A well-researched effort, it also captures the gripping journey of Sarita Devi and Chhoto Loura, champions from Northeast India. “I could only imagine the criticism, even ridicule, these young women must have faced, yet, they were winning medals internationally. They were trailblazers in the truest sense. I admired their strength of character and felt a strong desire to make this film and share their stories around the globe,” says Ameesha, on the reason behind picking women boxers as the subject. The film, shot extensively on location in India and overseas, includes some breathtaking training sessions, apart from footage from the competitions. Anna was not even interested in boxing as a sport. “I am fascinated by women’s stories, particularly those that are absent from the mainstream. When I found out about these women, and the unconventional directions they have chosen, I knew they would have interesting stories to share — stories worthy of being made into a documentary,” notes Anna. At the end of the 10-year toil, Ameesha is pleased. “There was nothing easy about making this film.” Anna agrees, “We have worked on this project along with our regular paying jobs for more than 10 years. We worked on it in the evenings and on weekends. We had our ups and downs along the way. When you’re in the thick of it, it can feel hopeless and interminable... We had very little funding.” Mary Kom and Sarita Devi have come to symbolise the modern Indian sportswoman — daring in venturing into little-known zones. “It’s been encouraging to observe the significant change in society’s acceptance of women in more ‘masculine’ sports, since we began filming in 2006. I think the power of mainstream movies likeMary KomandDangalhad an impact on changing people’s mindset and are indicators that society is progressing — but I still feel we have a long way to go,” says Ameesha. Anna points out the difference between women boxers from India and Canada. “We were quite surprised to see how many resources were being poured into the women’s boxing programme in India, compared with other countries. In Canada, for example, the boxers have no funding. It’s just their hobby. They train at their own gym; they need to find jobs to support themselves, and try to fund-raise to attend competitions. The Indian team has facilities, funding for education, and a generous travel allowance to send a full roster to competitions around the globe. Their Government jobs mean that they have a pension for life, without having to show up for work every day.” Does motherhood promote or impede a sportswoman’s ambitions to venture out? Ameesha feels it depends on the attitude of the partner. “Two of our characters, Mary and Sarita, married men that champion their careers. Mary’s husband Onler stayed at home to parent their twin boys, so she could continue to train full-time. Sarita continued to work as hard as ever post the birth of her son.” Anna agrees, “Some people say the busier you are, the more you can accomplish. I would imagine Mary has almost no time for herself! Sarita also has a child, and has managed to keep going. Mary and Sarita both have very supportive husbands who have put their own careers on hold to help their wives fulfil their own ambitions.”

‘Find the balance’|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|Kabir Bedi, an international actor, attended the book launch ofLives of Freda,at Asian College of Journalism, Chennai, where he had a conversation with students about his mother Freda Bedi, a British woman who fought for India’s independence. The book has been penned by eminent journalist and former editor of BBC, Andrew Whitehead. The actor talks about the various role models and influencers he’s met along the way and why one must learn to be proud of the institution you are from, despite its people. From the heart My parents were idealists. We had no money in the family. I had to work my way through college. I was studying History honours at St Stephen’s college in Delhi University. To earn some pocket money, I did commentary for AIR, read English news for television. Later, I even did a show called “Mirror of the world” on television. Remember, those were the earliest days of Indian television. History was one of my favourite subjects and I followed that in my college as well. People asked me, ‘What will you do with history?’ I was always interested in where we came from. We had some great professors as well. Ameen Sahib, who taught us medieval history, was a phenomenal man. He should have become the principal, given his qualifications. But he couldn’t because of circumstances. It was really unfortunate. A lot of characters I played on screen have been inspired from characters of medieval history. I played Shahjahan and Tuglaq on stage and screen as well. When I moved to Bombay, I worked with a theatre group under Alyque Padamsee. All my training came from acting through stage. You see, I could never become a conventional Bollywood superstar. I just couldn’t sing and dance. I always considered myself more of a dramatic actor, Shakespearean in nature. Acting wasn’t even my first choice. I wanted to be a filmmaker. That’s why I had joined advertising after college, and worked for two big MNCs — Ogilvy and Lintas. I was their film chief for five years. But as fate would have it, Girish Karnad’s first play “Tuglaq” became a major hit and producers came to sign me. I consoled myself saying that I could always come back to filmmaking. I was always inspired by historical greats such as Gandhi and Tolstoy. I wasn’t really moved to acting because of any Bollywood actors. There were no filmmaking schools those days. So I always respect the institutions I came from. I learnt this from my mother. While in Tibet, she was teaching English to monks. But frankly, some of them were absolutely worthless. I was extremely angry at my mother for bowing down to them. In reply, she said, “I bow down to the robe, not to the individual”. Always be proud of the institution you are from, despite of its people. I understand the pressure today’s youth faces. The ridiculous practice of judging solely by marks is unfair not only to students but colleges as well. How can you judge someone from the marks they have scored? There are various types of skills! I can only say this: Be clear of what you want to do and why. Don’t search for a ‘lucrative job’; search for a fulfilling one. Search for something that strikes a balance between the two. Second, ask yourself who is going to be the best father or mother to your child. If you get these two right, a major chunk of your problems won’t even exist. As told to Eetika Kapoor  The ridiculous practice of judging solely by marks is unfair not only to students but colleges as well.


Stand out in the crowd|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|Keep these points in mind while creating your resume. CV vs resume When Sachin Tendulkar is invited as the chief guest, he submits a curriculum vitae or CV, but when Sachin Vaikuntham, a graduate, applies for a job he submits a resume (pronounced /rezumay/ and not /rezum/). Although curriculum vitae and resume often get used interchangeably, a curriculum vitae lists a person’s achievements, awards, and honours. A curriculum vitae is two pages or more in length. A resume is used by a job seeker and is never longer than a page. This does not mean using font size 8 to pack in information in one page, but to provide details relevant to a job or organisation. Common mistakes The most common mistake that applicants make is to photocopy and send the same resume to all clients. An effective resume writer puts in the effort to make his/her resume organisation-specific. Such a resume attracts the interviewer. Secondly, ineffective resumes lack structure, focus and headings. Structure gives logical sequence to the information in the resume. Structure contributes to clarity and focus, and reveals an uncluttered mind. Template You could try the following template to structure your resume effectively. Provide all the relevant personal details — name, birth date, correspondence address, email ID, mobile number, date of the resume. Write your job objective highlighting how you can contribute to the organisation’s goals, in a simple, non-exaggerated way in less than 10 words. Qualification: Begin with the last degree first and briefly list your degrees from Class X/XI onwards, name of the college/university, place, and marks. You can use a table to save space and present information in a visually appealing manner. Course and project details: Title, business implications and benefits to the client Skills: Only those relevant to the job Hobbies: Just one or two to bring out an all-rounded personality. If you don’t have hobbies, leave it blank or put in something simple such as listening to film music. But do not fib. A student once mentioned classical music and one of the interviewers turned out to be a classical singer. The student lost the opportunity as he couldn’t answer any question on music.  Checklist Once your resume is ready, check for the following before sending it. Does it: give a true description of your qualifications? match your beliefs? indicate preparation for stated career objective? reflect a realistic time span for fulfilling career goals? If you follow these tips and write an organisation-specific resume with focus and structure, it will stand every chance of being considered an effective resume. The writer is a trained coach and corporate consultant.   An effective resume writer puts in the effort to make his/her resume organisation-specific. Such a resume attracts the interviewer.

Embrace the Essentialist outlook|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|In addition to your usual college course load, you join the debate, drama and quizzing societies. As you are an active member in each one, your days are packed. Though you are already stretching yourself thin, you decide to do a part-time internship at a local startup, after college hours, three days a week. As you hadn’t expected to get the internship when you applied, you now feel compelled to take up the offer. But, as you are loath to forsake any activity, you find yourself on a very tight rope. And, sure enough, you begin to slip up. First, you are late in submitting your record work. Then, unlike your usual stellar accomplishments, your marks on tests are below average. To add to your woes, the head of the quizzing society pulls you up for missing two meetings in a row. When you take part in a debate, your performance is lacklustre. Just when the work at the startup gets interesting, you contract a nasty flu. Being forced to rest in bed gives you a much-needed respite to assess your situation objectively. Prioritise You have taken up an insurmountable load that it is simply not possible to do justice to your commitments. Business consultant and author, Greg McKeown, advocates the less is better principle, and urges you to become what he calls an ‘Essentialist’. He says that if want to succeed, you have to “give yourself permission to stop trying to do it all” so that you “can you make your highest contribution towards the things that really matter.” In other words, you need to evaluate how you are investing your time and energy, and prioritise things that are most significant. By opting to do what is essential and weeding out the rest, you can make a more meaningful contribution. In order to embrace an Essentialist outlook, let go of the notion that can do it all if you simply work harder. If you keep pushing yourself by taking on more, soon enough you will reach breaking point. Besides your work getting slipshod, you will also compromise your health. Instead of aiming to do more, pick and choose what you take on. Given that there is limited time, make judicious choices on how you want to spend your day. To make the most prudent selection, first, be open to all available possibilities. But before committing to an activity or duty, ask yourself if these tasks inspire you. Do they tap your talents or fulfil a need within you? Don’t feel guilty when you eliminate extraneous activities. McKeown exhorts us to switch from the “undisciplined pursuit of more to the disciplined pursuit of less.” Ironically, success can compel you to assume more responsibilities as you feel confident of handling more tasks. But as you assume more duties without necessarily assessing your impact, your efforts may get diluted and you may grow increasingly distracted. McKeown refers to this as the “paradox of success.” So, even when the going is good, be discerning of the choices you make. And, this involves learning to say ‘No’, firmly but politely, to activities or commitments that detract from your most salient goals. Eminent management guru, Peter Drucker, once said in an interview, “People are effective because they say ‘no,’ because they say, ‘this isn’t for me.’” Take stock of your progress and periodically review your objectives, which may change in subtle or profound ways. Being in touch with yourself will help distinguish essential from superfluous goals. The author is Director, PRAYATNA. arunasankara@gmail.com  Instead of aiming to do more, pick and choose what you take on. Given that there is limited time, make judicious choices on how you want to spend your day

Internship fair|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|Internshala, India’s largest internship and training platform, is organising summer internship fairs in five tier-II cities across India. The internship fairs would bring internship opportunities exclusively for the students pursuing BA, BCom, BSc, BBA, and other similar degrees. The fairs would offer in-office, part-time, and virtual internships across various profiles like content writing, business development, marketing, social media marketing, and operations. The first fair will be held in Jaipur on April 7, 2019, followed by Bhopal, Ahmedabad, Bhubaneswar, and Kochi in the coming months. For for those interested, registration can be done online at: https://internshala.com/jaipur-internship-fair

Read MetroPlus online|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST| Website:www.thehindu.com/topic/The_Hindu_Metro_Plus/ FaceBook: www.facebook.com/TheHinduMetroPlus/ Twitter: twitter.com/thmetroplus

Not your usual job|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|Deciding what you want to do for a living right after you have graduated from college can be quite daunting. It is common for us to think of our chosen field of study as the only means to a job. But what we do not realise is there are some really unusual, uncommon options out there for us to choose from, and they pay well too! Here are a few options to get you to consider getting off the beaten track... Golf ball diver Are you someone who loves adventure, outdoors, and likes to take risks too? Then, you are a perfect candidate to be a golf ball diver. They are responsible for collecting all the golf balls from the bottom of ponds on golf courses. It may sound easy and fun, but the truth is that along with the balls, be assured to find other stuff too. But that’s what makes it a lucrative choice as according toESPN, golf ball divers can earn up to a $1,00,000 dollars! Furniture tester Imagine a job where all you have to do is simple sit all day. Sounds like fantasy, doesn’t it? As a furniture tester, you will get to do just that! In addition, you do need to give your opinion on how comfortable the experience was. While machines can make the furniture, they cannot judge if humans will enjoy it. And that’s why people are employed to do this. In fact, a variant of this is bed testing where people are hired to test beds — mattresses and pillows, to be specific — for companies and hotels. You are paid to sleep at work! A good bed tester must know how to lie down to check if the mattress has dips and if the edges of the bed are strong enough to sit on. Pet food taster Ever wondered what the food your dog is eating tastes like? As a pet food taster, it will be your job to know. You will have the responsibility of making sure our pets eat clean and good quality food. You will have to taste pet food to evaluate the flavours and check if it is up to quality standards. Nobody deserves bad food, and definitely not the favourite member of the family. Wildlife photographer If you enjoy photography and have a penchant for wildlife, becoming a wildlife photographer is a good idea. Touted to be one of the most challenging forms of photography, you will need to have good skills. While a degree is not mandatory, you must be willing to travel and have a passion for nature. Contributing to travel and environment magazines likeNational Geographicor websites and television channels, can also be a lucrative option. Depending upon your shots, creativity, and sense of timing, you will be offered projects. You can earn anywhere from Rs. 1.25 lakhs to Rs. 2.5 lakhs per month. Horse exerciser Horse exercisers are individuals responsible for riding racehorses during workouts to keep the animals fit and race-ready. They must be skilled at controlling horses and need to be in top form fitness-wise to be able to give the horses a good workout. Being used as race horses, the riders must know the horse’s running rate and plan their workouts accordingly. If you have certification and training you could start with a salary of Rs. 5000 a day.

Learn science HANDS-ON|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|Handing over a tiny toy, ‘Tippe Top’, H.R. Madhusudan, Assistant Director, Bangalore Association for Science Education (BASE), Jawaharlal Nehru Planetarium (JNP), says he is fascinated by the spinning toy. “It performs like any other rotating object when it is spun on its stem but when it is spun over its head, it turns upside down!” says Madhusudan, as he begins to demonstrate it on his table. When the toy does not flip over as he explained, he quickly realises that it is a defective one and rushes to fetch a working tippe top. “The faulty one also comes handy in explaining kids the science behind toy-making,” says the senior scientist. Madhusudan along with his scientist-colleagues has been designing courses, workshops and shows in physics, chemistry, mathematics and astronomy at the premier Science institution since 1995. This Summer too, BASE offers a variety of short-duration programmes for students from class three to under-graduation. One of their most-sought after courses --Tiny tots-- is for children between class three and five. The aim of this course is to introduce to children methods of science at a very young age through hands-on activities. “Here children are encouraged to think and ask questions about things they come across daily. For instance, why does a ‘Rattleback’, a semi-ellipsoidal toy, prefers to spin in a single direction and refuses to spin in any other direction? When Science is taught in a way that children can relate to, it becomes enjoyable for them,” he explains. Interactions with younger children are kept informal as the idea is to create space that is devoid of stress and competition. “This enables children to share their ideas and findings with their peers without worrying about marks or ranks. This also sows seeds of originality in them,” he adds. Base Camp, a course for students from classes six to ten, will have lectures, accompanied by activities. In this course, high school students are introduced to theoretical thinking. The theme of this year’sSummer Courseis ‘Classification of Things’. “As UNESCO has declared 2019 as the year of Mendeleev’s periodic table, this summer we look at the table closely and also try classifying things, in general, scientifically,” says Madhusudan, on whose table is a coffee cup with the periodic table printed on it. College students are introduced to hot topics of research in all fields of Science inFrom web of Life to the Universe. This course is to demonstrate the joy of research. “Overall, the philosophy of all BASE activities is to inculcate the habit of thinking scientifically,” states Madhusudan. If the Planetarium conducts summer camps in pure sciences and year-long activities in Astronomy, other premier institutions of Science in Bangalore such as Visvesvaraya Industrial and Technological Museum (VITM) offers courses, mainly, in Technology. On an annual membership, it allows students between class six and eleven to conduct projects and experiments at its Idea Lab during the weekends. This Summer, it offers ten-day courses in Electronics, Chemistry, Mathematics, Physics and Robotics for students from classes eight to 11. “Making circuits that produce doorbell and gun shot sounds are taught inElectronics, programming of simple robotic operations are taught inRobotics,” informs the courses-in-charge, VITM. ‘How to create an android application’ is taught to participants ofApp Developmentworkshop and ‘how to operate programmable board for different operations’ is taught in a workshop onRaspberry Pi.These two workshops are for students from classes eight to 12. InArts and Science,students from classes six to eight, work on making scientific apparatus, labs and museums aesthetically appealing. Students between class six and 12 can enrol into this course. “Students not just from Bangalore but neighbouring districts and States as well attend our Summer courses. Some even opt for one in the morning and another in the afternoon,” informs the officer. The courses are free of cost for government and municipal corporation school students to support them going into scientific fields. “It is often these government school children who take this opportunity seriously and learn from everything they are exposed to. They might not be fluent speakers but are sharp learners,” he adds. On how to learn Science, he says: “Learning Science does not end with an exam. Like the arts, it has to be a hobby and a life-long pursuit. Purpose of these courses is to imbibe that in children.”    At JNP Apart from ten-day and two-week courses , shorter courses and day-long workshops in Astronomy, astro-computing and mathematics will be held over the next two months. Number of seats are limited and admission to some of the popular courses are already over. Last date to apply is April 2. Course-fee ranges from Rs. 100 to Rs. 500. There will be aTelescope Assemblyworkshop for four days in May. The planetarium also conducts weekend workshops and sky-gazing sessions regularly for the public. For more details, visit www.taralaya.org. At VITM Courses will be conducted in two batches, one in April and the other in May. Filled applications have to be submitted before April 10 for the first batch that starts from April 15. Deadline for submitting applications for May batch is April 20. Second batch of courses begin from May 6. Fee for the courses is Rs.1200 and workshops is Rs.1500. Government school students have to get their applications signed by the Principal for availing the benefit of free participation. To download applications, log onto www.vismuseum.gov.in.

