title|location|date|body|is_event|raw_target_date
‘Huge opportunity for growth in various areas’|NAGERCOIL|January 02, 2019 00:00 IST|Kanniyakumari district has seen growth on several fronts including the rise of micro, small and medium entrepreneurs - turned job creators, said Special Representative of the TN Government in New Delhi Thalavai Sundaram at a meeting organised by District Industries Centre (DIC), here on Monday. He distributed loans worth Rs. 203 crore to 264 individuals. The Special Representative said that the allocation of subsidies for first generation businessmen under the New Entrepreneur Cum Enterprise Development Scheme (NEEDS) in the district had risen from Rs. 25 lakh to Rs. 30 lakh. “The State government has implemented the Tamil Nadu Business Facilitation Act and through the integrated single window portal, micro, small and medium business owners said that the ease of doing business has increased,” he said. He added that the district has growth opportunities in the field of agriculture and tourism. Policy level changes, new infrastructure and development of human resources would be on the cards for the following year, he said. He added that the Global Investors Meet in 2019 would lead to exchange of knowledge and provide more opportunities for entrepreneurs to scale. District Collector R. Revathi said that more youngsters should enter the world of business and bring innovative ideas to the field. She said that the internet provided a great opportunity for entrepreneurs to sell items such as honey, coconut-based and areca nut-based products. She said that entrepreneurs can explore the option of profit-making in tourism as well.|0|
Parliamentary panel flags neglect of Western Ghats|Mumbai/Bengaluru|January 02, 2019 00:00 IST|Over 56,000 km of ecologically sensitive areas in the Western Ghats could not be earmarked as ‘no-go’ zones due to State governments’ ‘insensitivity’, a parliamentary panel has said. It urged the Union Environment and Forests Ministry to constitute a committee to address the issues and grievances of the local people. ‘Floods a warning’ The recent catastrophic monsoon floods in Kerala and parts of Karnataka should serve as alarm bells for administrations in the six States of Goa, Gujarat, Maharashtra, Kerala, Tamil Nadu and Karnataka that have failed to mark ecologically sensitive areas in the Western Ghats, the Committee on Government Assurances in the Rajya Sabha has stressed. Issues highlighted The Committee, which keeps track of assurances given by Ministers on the floor of the Upper House while replying to queries from parliamentarians, flagged these issues in its latest report presented on Monday. The panel had examined issues regarding the categorisation of Western Ghats parts as Ecologically Sensitive Areas (ESAs) as per the recommendations of two different committees led by Madhav Gadgil and K. Kasturirangan. “The Committee has observed that despite three draft notifications issued over four years for earmarking the ESAs, the six States could not be brought on board for action. As a result, over 56,000 sq km of ESA could not be earmarked as ‘no-go’ zones for polluting activities. Largescale de-forestation, mining and construction activities were continuing unabated, hurting the ecology of the Western Ghats,” its report said. “Insensitivity towards ecology of Western Ghats was making the six States of Western Ghats vulnerable to floods and landslides,” it noted. The report stressed that the recent monsoon floods should force the six States to earmark the ESAs. The committee examined 62 assurances during its deliberations with various State Governments and other organisations. It visited Pune, Mumbai, Chennai and Bengaluru, before finalising its report.|0|
Jipmer gets new director|Puducherry|January 02, 2019 00:00 IST|Dr. Rakesh Aggarwal has taken over as the Director of Jawaharlal Institute of Postgraduate Medical Education & Research (Jipmer). Dr. Aggarwal has been involved in research on clinical epidemiology, laboratory and economic aspects of viral hepatitis. His special interests include vaccination, epidemiology, biostatistics, research methodology, scientific communication, journal editing and health economics. Faculty member He joined the Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, in 1991 as a faculty member in gastroenterology. After his stint there in various capacities, he moved to Jipmer as its Director. Dr Aggarwal obtained his MBBS and MD (Medicine) degrees from the All India Institute of Medical Sciences, New Delhi, and DM (Gastroenterology) degree from the Post-Graduate Institute of Medical Education and Research, Chandigarh. He also has a Master’s degree in Epidemiology from the London School of Hygiene and Tropical Medicine, London, UK, and has received training in laboratory research at the Centers for Disease Control and Prevention, Atlanta, USA. Elected fellow He is an elected fellow of the Indian Academy of Sciences, Indian National Science Academy, National Academy of Sciences (India) and National Academy of Medical Sciences (India), and serves on several national and international panels and committees, and is the editor of a major international gastroenterology journal.|0|
Adherence to plastic ban monitored|Ramanathapuram|January 02, 2019 00:00 IST|Teams formed by the district administration to enforce and monitor the ban on certain plastic goods visited markets and monitored adherence to the ban. Two days ago, Collector K. Veera Raghava Rao formed 37 teams. Giving details of 14 plastic items covered in the ban, he advised officials to enforce the ban while educating the people on the evils of plastics. As plastics was part and parcel of lives of people all these years, it would be very difficult to discard them at once, he said and asked them to seize plastics wherever they were used. He formed two teams each for the four municipalities and 11 panchayat unions and one each for seven town panchayats in the district covering both urban and rural local bodies. Officials including those drawn from local bodies, revenue department, food safety department and the police visited various places and monitored the ban. They found many shopkeepers and vegetable or fruit vendors stopped giving plastic carry bags but insisted on people bringing cloth bags. As the ban applied to manufacturing units, wholesale and retailers of plastic items, stockists, traders, hoteliers, shop keepers and vendors, Mr Rao urged the public to refrain from using the 14 banned plastic items and cooperate with the government to free the state from the menace of plastics. Asserting that cleanliness begins at home, he urged the public to carry cloth bags when they buy vegetables and vessels when they buy meat or fish. Shop keepers should stop giving products in plastic carry bags. Thoothukudi A number of anti-plastic awareness activities were held in the district. Sports like silambam, skating and cultural events and rallies were held. A rally, flagged off by Corporation Commissioner Alby John Varghese, was held from the Cruz Fernandes statue to the Corporation office. Boxes were put up at places including the old bus stand where people could deposit polythene bags in return for cloth bags, which was welcomed by the public. Many shops were seen using banana leaves and newspapers instead of plastics.|0|
Intense contest on the cards in DMK stronghold of Tiruvarur|TIRUCHI|January 02, 2019 00:00 IST|The byelection to the Tiruvarur Assembly constituency is expected to be an intense, multi-cornered contest as the ruling AIADMK and the Amma Makkal Munnetra Kazhagam (AMMK) are gearing up separately to mount a strong challenge to the DMK and end its dominance in the constituency. Former DMK leader and Chief Minister M. Karunanidhi had fortified his home turf by defeating his AIADMK rivals by huge margins of 50,249 and 68,366 votes in 2011 and 2016, respectively. Prior to that, when Tiruvarur was a reserved constituency, the party’s candidates had won the seat in consecutive elections in 1996, 2001 and 2006. The Communist Party of India (Marxist), which used to hold sway in the constituency, winning four elections between 1980 and 1991, is now in the DMK’s camp. The DMK had won here in 1971 and 1977 as well. Party president M.K. Stalin would be keen on starting the New Year on a winning note and, more importantly, repairing the damage the DMK had suffered in the wake of its defeat in the R.K. Nagar bypoll. Given the political significance of the byelection, former Minister and Tiruchi heavyweight K.N. Nehru was nominated as the election in-charge for the constituency. Mr. Nehru has already begun the spadework in Tiruvarur. The campaign would revolve around issues concerning agriculture, especially in the aftermath of Cyclone Gaja, and farmers’ agitations against the hydrocarbon exploration plans of the Centre and Karnataka’s move to build a dam across the Cauvery at Mekedatu. The Opposition would be looking to turn up the heat on the ruling party on these issues. But Food Minister R. Kamaraj, the lone AIADMK candidate to win from the district in 2016, asserted that the party would achieve a “historic victory” in the byelection. The people, he said, were aware that the State government still had three years left in its term, and could address the needs of the constituency.  Hoping for an encore With its support base in the Mannargudi belt, the AMMK is hoping for an encore of its performance in R.K. Nagar. “It will be a repeat of R.K. Nagar. The AIADMK will lose its deposit and the main fight will be between us and the DMK,” said S. Kamaraj, Tiruvarur district secretary of the AMMK. S. Kamaraj of the AMMK asserted that although Tiruvarur was known to be a DMK stronghold, the situation had changed after the death of its leader Karunanidhi. With a few other parties expected to enter the fray, the high-stakes battle could kick up much political heat and dust.|0|
Duo booked for threatening official|VILLUPURAM|January 02, 2019 00:00 IST|The Thirunavalur police have booked a case against Vaidyanathan, accused in the Aavin adulteration scam, and his brother for threatening a Food Safety Inspector over phone. An audio clip of the duo threatening the official later went viral on WhatsApp. According to the police, the Food Safety Inspector Kathiravan reportedly served a notice on a milk chilling plant of Mr. Vaidyanathan at Parikal near Ulundurpet during a visit a few days ago for functioning without a licence. Audio clip Police said Mr. Vaidyanathan and his brother Mahesh, an AIADMK functionary, called up the Food Safety Inspector on his mobile and questioned him for serving notice on the chilling plant. The duo also passed derogatory comments on the officer and the audio clip went viral. Mr. Kathiravan lodged a complaint with the Thirunavalur police who booked a case against the duo under Sections 294 and 506 Part I of IPC. Further investigations are on.|0|
Drop in number of fatal road accidents in Tiruchi district|TIRUCHI|January 02, 2019 00:00 IST|Fatal accidents reported in the vast limits of Tiruchi Rural Police witnessed a drop in 2018 as compared to the previous year. The reduction in respect of fatal cases was 25% from January to December. A total number of 312 fatal accident cases were booked in 2018 as compared to 419 in the previous year, according to a police press release. The whole of 2018 saw road accident cases — both fatal and non-fatal — registered in Tiruchi district being 1,564. Five divisions The Tiruchi Rural Police encompasses five sub divisions: Tiruverumbur, Lalgudi, Musiri, Jeeyapuram and Manapparai with 30 police stations. In an effort to curb the accident rate, several campaigns were carried out all over the district with a view to creating awareness among drivers and students, the release further said. A dedicated police vehicle christened ‘Awareness on Wheels’ equipped with LED television set was introduced to take the message of road safety even to the rural parts of the district. Awareness campaign In addition to this, separate awareness programmes were conducted with owners of goods carriers driving home road safety messages and the need to adhere to traffic rules. Effective functioning of highway patrol teams was one of the reasons for the drop in accidents. Introduction of bike patrolling teams and effective functioning of police personnel deployed at spots where public assembled in large numbers had resulted in curbing crimes and maintenance of order. The Tiruchi Rural Police were continuing with conducting awareness programmes, driving home the importance of installation of CCTV cameras to check offences. Stern action was taken against anti-social elements to curb their activities by detaining 37 of them under the Goondas Act in 2018. In respect of property crimes, stolen goods were recovered in 82% of reported cases and handed over to its owners. Seventeen persons involved in property crime cases were detained under the Goondas Act. As many as 3,347 prohibition and enforcement wing cases were booked in 2018 and stern action initiated against those involved in such crimes.|0|
‘GST has ensured transparency’|TIRUCHI|January 02, 2019 00:00 IST|The introduction of Goods and Services Tax (GST) has ushered in transparency in the taxation system and the number of tax payers has increased in a big way, bringing in more revenue to the government, said S. Arokiaraj, Additional Commissioner of GST, Tiruchi. Speaking at an interaction with members of the Consumer Protection Council, Tamil Nadu, here on Monday, Mr. Arokiaraj clarified that it was an offence if traders collected GST but did not remit it to the Government. Replying to another query, he said that if a trader did not collect where it was due and indulged in sales without bills, consumers should lodge complaint. S. Pushpavanam, Secretary of the council, and C.T. Selvakumar, president, were among those who spoke.|0|
Tiruvarur BJP chief held for assaulting duty doctor at Muthupettai|TIRUCHI|January 02, 2019 00:00 IST|BJP Tiruvarur district president ‘Pettai’ Siva was arrested on Tuesday and charged with assaulting a duty doctor at a primary health centre (PHC) at Muthupettai a few days ago. The Muthupettai police registered a case based on a complaint lodged by the doctor and arrested two supporters of Mr. Siva in connection with the assault. Police sources said the incident occurred on December 29 at the Muthupettai PHC, where a few villagers of Pettai had gone for treatment with complaints of vomiting and nausea after consuming tablets given to them by the Health Department to prevent spread of communicable diseases in the aftermath of Cyclone Gaja. The sources said Mr. Siva, along with a few of his supporters, had gone to the PHC to ascertain the condition of the patients and to check whether proper treatment was being given to them. Subsequently, an argument broke out between Mr. Siva and the duty doctor when the BJP office-bearer allegedly assaulted him. On a complaint lodged by the doctor, the Muthupettai police registered a case under various IPC Sections, including 147 (rioting), 448 (house trespass), 294 (b) (uttering obscene words in public place) and 325 (causing grievous hurt).  The incident occurred on December 29, when a few villagers of Pettai had gone to the PHC with complaints of vomiting and nausea|0|
Enforcement of plastic ban begins|Thoothukudi|January 02, 2019 00:00 IST|After the ban on single-use plastics came into force on Tuesday, a number of anti-plastic awareness activities were held to herald the day by which the State had vowed to go plastic-free. Sports like silambam, skating and cultural events and awareness rallies were held. Besides the ban on 14 types of single-use plastics, which include plastic bags, dining table spreads, cups, spoons and cling films, Corporation officials including the Swachh police created awareness about the fact that polypropylene bags and aluminium foils should also not be used. Earlier, a local ban on single-use plastics was in force from August 15 onwards within Corporation limits, which had managed to wipe out most plastics. The State-wide ban seems to have given an impetus to the initiative. An awareness rally, flagged off by Corporation Commissioner Alby John Varghese, was held from the Cruz Fernandes statue to the Corporation office. Boxes were put up at places, including the old bus stand, where people could deposit polythene bags in return for cloth bags, which was welcomed by the public. Many shops, including meat and fish shops, were seen using banana leaves and newspapers instead of plastics. During special prayers and masses, devotees also took a pledge to do away with single-use plastics. Tirunelveli Corporation officials conducted inspections at a few large textile shops, where they seized about 300 kg of plastic products. However, no fine was slapped on them, sources said. Meanwhile, a number of tea shops, while selling beverages, gave steel containers on a deposit of around Rs. 150, instead of plastic containers, which was welcomed. Many shops had also done away with plastic products. Ramanathapuram Teams formed by the district administration to enforce and monitor the ban on plastics visited markets and monitored adherence to the ban. Two days ago, Ramanathapuram Collector K. Veera Raghava Rao had formed 37 teams. Giving details of 14 plastic items covered in the ban, he advised officials to enforce the ban while educating the people on the evils of plastics. Officials including those drawn from local bodies, revenue department, food safety department and the police visited various places and monitored the ban. Pointing that the ban applied to manufacturing units, wholesale and retailers of plastic items, stockists, traders, hoteliers, shop keepers and vendors, Mr Rao urged the public to refrain from using all the 14 banned plastic items. He urged the public to cooperate with the government to free the State from the menace of plastics.|0|
Thrust to micro irrigation systems in Tiruchi district|TIRUCHI|January 02, 2019 00:00 IST|The Agriculture department is seeking to give a push to micro irrigation systems in the district under Pradhan Mantri Krishi Sinchayee Yojana (PMKSY). The district has been allotted Rs. 18 crore for 2017-18 and 2018-19 under the scheme. Small and marginal farmers are being given cent per cent subsidy for installing micro irrigation systems such as drip irrigation systems, sprinklers or rain guns depending on their requirement. Other farmers can avail 75% subsidy. While drip irrigation systems can be installed for crops such as sugarcane, cotton, maize or coconut, farmers can opt for sprinklers or rain guns for crops such as black gram, green gram or groundnut. The subsidy is to be extended for a total area of about 3,850 hectares in the district with allocation for two years. So far, nearly 40% of the allocation has been disbursed. Farmers can avail the scheme to conserve water, reduce labour costs and get better yield, Agriculture department officials said. Additional Director of Agriculture J. Vijayarani recently inspected the micro irrigation systems installed in a few fields in Pullampadi taluk in the district and interacted with farmers on the efficacy of the systems. She observed that the systems would help conserve water and help them get good yield. It would also bring down cost of labour as fertilizers could be applied through the system. The system would also help control weed growth as water was supplied directly to the roots. A.R. Periyakaruppan and Ravi, Deputy Directors of Agriculture, Mariya Ravi Jayakumar, Assistant Director of Agriculture, Pullampadi, and other officials were present.  The systems will help conserve water and help farmers get good yield J. Vijayarani Additional Director of Agriculture|0|
Tourist fined for flying drone in tiger reserve|UDHAGAMANDALAM|January 02, 2019 00:00 IST|A tourist from Thanjavur was fined Rs. 20,000 on New Year’s Eve by the Mudumalai Tiger Reserve (MTR) officials, after the man was found to have been flying an Unmanned Aerial Vehicle (UAV), commonly known as a drone near a patch of forest. Officials identified the man as Anees Sadhanandan, working in Bangalore. He was staying in a resort while visiting the tiger reserve. It is said that Anees was capturing images and video footage of the tiger reserve, to post these on social media, when the forest department officials apprehended him near Vazhaithottam in the buffer zone of the reserve. He was brought to the range office where he had to pay the fine for operating a drone without approval from the forest department. Deputy Director of MTR (buffer zone) A. Pushpakaran said there was a lack of awareness among tourists about the ban on the use of drones within forests and tiger reserves. He said that action would be taken against anyone who was found breaking rules within the tiger reserve. Illegal entry In another incident on Tuesday, three tourists were fined Rs. 21,000 for illegally entering the core zone of the tiger reserve through the Circle Road in Theppakadu.|0|
Water level|Tirunelveli|January 02, 2019 00:00 IST| The water level in Papanasam dam on Tuesday stood at 119.90 ft (permissible level is 143 ft). The dam had an inflow of 742.43 cusecs and a discharge of 1004.75 cusecs. The level in Manimuthar dam stood at 104.50 ft(118 ft). The dam had an inflow of 491 cusecs and a discharge of 480 cusecs.|0|
Unaccounted cash seized from DSWO|Vellore|January 02, 2019 00:00 IST|The sleuths of the Directorate of Vigilance & Anti-Corruption (DVAC) wing raided the District Social Welfare Office (DSWO) – Vellore, and seized unaccounted cash on Monday. The DVAC officers received information that the District Social Welfare Office officials reportedly demanded bribes from beneficiaries of the ‘Thalikku Thangam’ Scheme. Subsequently, a DVAC team, raided the office. Unaccounted cash was seized from the District Social Welfare Officer V. Shanthi, the accountant and the office’s superintendent. The raid lasted for four hours, the inspector said. Around 20 blocks in the Vellore district come under the control of this District Social Welfare Office.|0|
U.T. sees incident-free New Year celebrations|Puducherry|January 02, 2019 00:00 IST|The New Year celebrations across the city passed without any untoward incident. Though the revelry was largely incident-free barring minor scuffles in a few areas, the police had a tough time in controlling a few bikers who indulged in drag racing on arterial roads in the town. As many as 13 minor accidents were reported across the city, police said. Revellers who had come from neighbouring States to the city were spoilt for choice as hotels, restaurants and event management teams threw their doors open to more than two dozen New Year-eve parties across the region, attracting residents and tourists in large numbers. Residents also queued up for private parties organised by associations and clubs. The Puducherry Excise Department had extended the deadline permitting bars, hotels and restaurants to serve liquor till 1.00 a.m. Traffic updates For the first time, the Puducherry police used Google Maps to provide real-time updates on the traffic scenario. With heavy influx of tourists, the police deployed five drones as part of the crowd monitoring measures. Volunteers including NCC cadets and Children Traffic Corps joined the traffic police to divert vehicles to the designated parking spaces. The entire White Town was barricaded allowing only pedestrians to reach the promenade. Two youths who had gathered at the Beach Promenade created a flutter by climbing on a granite pillar near the Gandhi statue. The Puducherry Road Transport Corporation (PRTC) also operated special services from the parking spaces to the beach road. Several luxury hotels were illuminated and lined up a series of events to attract revellers for the New Year. Along with domestic tourists, foreigners also joined in the celebrations that lasted till 1 a.m. Thousands gathered at Puducherry’s most popular spot, the Beach Promenade. Auspicious start Devotees thronged various temples here on the early hours of Wednesday on account of New Year to pray that 2019 brings peace and prosperity. The sanctum sanctorum of the Sri Manakula Vinayagar Temple was thrown open to the public 4 a.m. for darshan. Special abhishegams were performed to the presiding deity and thousands of devotees waited in queues for more than five hours for darshan since morning. Long queues were also seen at Sri Aurobindo Ashram. Midnight mass and prayers were also held at the Immaculate Conception Cathedral and Sacred Heart Church in the town.|0|
No article in  <Response [200]>||||0|
Uyyakondan project: how beautiful will the canal be?|TIRUCHI|January 02, 2019 00:00 IST|With Tiruchi Corporation issuing work order, a portion of Uyyakondan Canal running in the city is all set to get a facelift. A sum of Rs. 17.6 crore has been sanctioned for executing the Uyyakondan River Development Project. N. Ravichandran, Commissioner-cum-Special Officer, Tiruchi Corporation, toldThe Hinduthat the project, which was to be implemented under the Smart City plan, was not only aimed at improving the beauty of the canal but also creating amenities for the people and children to have fun. About 2.8-km stretch along Uyyakondan Canal from Kuzhumayi Amman temple to MGR statue had been chosen for the riverfront development project. Besides laying of a new road, the river bund between the road and the canal would have provision for jogging and walking. Walkways and green space would be provided by improving retaining wall. Mr. Ravichandran said the stretch had been divided into four pockets. While two pockets would have children’s parks, one would have an open gym. It had been decided to create colour fountain in the fourth pocket. A paver block road with footpath was among the plan. Similarly, bio-fencing would be formed to prevent people throwing litter in the canal. Bio-fencing would also add value to the development plan. In addition to it, an open stage with amphitheatre would also be constructed on the left bank of the canal to conduct art and cultural shows. It would have a capacity to accommodate about 200 persons. The Commissioner said construction of an electronic toilet (e-toilet) was an important component of the riverfront development. It was a convergence of electronics, mechanical, web-mobile technologies thereby controlling entry, usage, cleaning and exit. It would act as a model in public health, hygiene and sanitation. It would be user-friendly. He said that inside park lighting would be an added attraction. As many as 300 solar lights would be provided in the park area. Arrangements had been made to provide road side lighting for 2.8 km. The works would commence within a few days. The contractor had been asked to complete the project within two years. The canal was controlled by the Public Works Department. It had given nod to carry out development works.  Uyyakondan River Development Project  Budget: Rs. 17.6 crore  Designation: Smart City Plan  Area: 2.8-km stretch from Kuzhumayi Amman Temple to MGR statue  Amenities: Walkways, children’s parks, open gym  Cultural facet: Amphitheatre with 200 seats  Attractions: 300 solar lights along park Completion: Two years|0|
No article in  <Response [200]>||||0|
DMK senior leaders urge Stalin to contest in Tiruvarur bypoll|January 02, 2019 00:00 IST|January 02, 2019 00:00 IST|A senior leader said though no decision was taken, they would meet Mr. Stalin again on Wednesday to place their request that he should enter the fray from Tiruvarur. Senior leaders, including party treasurer Duraimurugan, headquarters secretary T.R. Baalu and women’s wing leader Kanimozhi were closeted with Mr. Stalin for over an hour. Mr. Duraimurugan, when contacted, said, “We have not said anything about this. There is a party general council and other relevant bodies that would take a decision on who would be fielded in Tiruvarur.” The argument of the party leaders, who are in favour of Mr Stalin contesting in Tiruvarur, is that has he has nurtured the Kolathur constituency in such a way that it would be a cakewalk for the DMK candidate in the wake of a bypoll. “The senior leaders sought to prevail upon him that Tiruvarur is a prestigious constituency won by Karunanidhi with the highest margin. They felt Thalapathy (Mr. Stalin) will be the right candidate [to maintain the legacy],” said sources in the DMK, while admitting that Mr. Stalin had some “good candidates” in his mind for Tiruvarur. “We are not going to lose anything if he resigns from Kolathur. In Tiruvarur, the ground is totally in favour of us and his (Stalin’s) victory by a huge margin will galvanise the party for the Lok Sabha elections,” a leader argued. But a section of leaders rejected the idea saying that the DMK should not end up converting a bypoll into a high profile election.|0|
No article in  <Response [200]>||||0|
Wooing customers on New Year by selling vegetables at Rs. 1|January 02, 2019 00:00 IST|January 02, 2019 00:00 IST|A vegetable outlet here sold 15 kinds of vegetables up to 600g for Rs. 1 on the occasion of New Year. David George, who runs an outlet on Sarah Tucker College Road, said that vegetables, anywhere between 250-600g , including carrot, snake gourd, sweet potato, taro root and broad beans, were sold for just Rs. 1. He said that this would serve as an incentive for long-term customers. The event was also used to create anti-plastic awareness. “We did not sell vegetables to people carrying plastic bags, and requested them to bring cloth bags instead, to create awareness against plastics,” he said. Further a one kg salt packet was also given free. Around 130-140kg of vegetables were sold on th offer, he added. He plans to roll out similar offers on Independence Day and Gandhi Jayanthi as well.|0|
No article in  <Response [200]>||||0|
ENGAGEMENTS|January 02, 2019 00:00 IST|January 02, 2019 00:00 IST| Sri Krishna Sweets:Eppo Varuvaro, spiritual discourse, Shri Shanmugananda Swamigal speaks on Vallalar, Sarojini Nataraj Auditorium, Kikani School, 6 p.m.  Kasthuri Sreenivasn Trust:Saratham Group Show inauguration, Art Gallery, Avanashi Road, 5.30 p.m.  Bharatiya Vidya Bhavan & Shanthi Ashram:Mahatma Gandhi’s 150th birth anniversary, Conferment of ‘Defender of Peace Award’ by Shanthi Ashram and Sarvodaya Movement on Smt. Ela Gandhi, granddaughter of Mahatma Gandhi. Eminent historian Ramahandra Guha and Shri Keshav Desiraju, former secretary, Ministry of Health, Government of India, take part, Bhavan premises, DB Road, R.S. Puram, 9.30 a.m. KG College of Arts and Science:Orientation programme on modern agriculture, 1 p.m. Dr. NGP Institute of Technology:Hands-on training programme in ‘Embedded Technology and Networking’, 9.30 a.m. Dr. RV Arts and Science College:Student development programme, 10.30 a.m.|0|
Scramble for alternatives to plastics begins|January 02, 2019 00:00 IST|January 02, 2019 00:00 IST|“We notice a strong awareness among the customers on plastic ban. Most of them brought cloth bags to buy commodities on the first day of the ban,” said M. Manikandan, a grocery trader at Cantonment in Tiruchi. In Kancheepuram, the district administration planned to step up the on-going awareness campaigns to highlight the impact of the non-recyclable, non-degradable plastic products on the environment. “This is so that the consumer is better informed and can help bring about the change,” said an official. In Tiruvannamalai, Collector K.S. Kandasamy inaugurated a permanent shop for alternatives to banned plastic items on Tuesday. An initiative of the Municipality, the sale counter/shop at Asaliamman Koil Street SHGs sold alternatives to banned plastic such as packing materials made of sugarcane bagasse, cloth and paper bags and porcelain products, said S. Parijatham, Municipal Commissioner. (With inputs fromV. Venkatasubramanian in Kancheepuram, Sanjana Ganesh in Madurai, C. Jaisankar in Tiruchi, M. Soundariya Preetha in Coimbatore, Rohan Premkumar in Udhagamandalam, S.P. Saravanan in Erode and Serena Josephine. M in Tiruvannamalai and Deepa H. Ramakrishnan in Chennai)|0|
No article in  <Response [200]>||||0|
cinema arts events|January 02, 2019 00:00 IST|January 02, 2019 00:00 IST|Coimbatore Cinema Baba Complex, Ph: 2472275 Archana AURO 3D TDX KANNA - Tam (Dly 4) 10.45 am, 2.30, 6.30, 10.15 pm. Darsana A/c MAARI-2 – Tam (Dly 4) 11 am, 2.30, 6.30, 10.15 pm.|0|
Stalin urged to contest in Tiruvarur|January 02, 2019 00:00 IST|January 02, 2019 00:00 IST|The argument of the party leaders, who are in favour of Mr. Stalin contesting in Tiruvarur, is that has he has nurtured the Kolathur constituency in such a way that it will be an cakewalk for the DMK candidate in the bypoll. “The senior leaders sought to prevail upon him that Tiruvarur is a prestigious constituency won by Karunanidhi with the highest margin. They felt Thalapathy (Mr. Stalin) will be the right candidate [to maintain the legacy],” said sources in the DMK.  But a section of leaders rejected the idea saying that the DMK should not end up converting a bypoll into a high profile election.|0|
Scramble for alternatives to plastics begins|January 02, 2019 00:00 IST|January 02, 2019 00:00 IST|“We notice a strong awareness among the customers on plastic ban. Most of them brought cloth bags to buy commodities on the first day of the ban,” said M. Manikandan, a grocery trader at Cantonment in Tiruchi. In Kancheepuram, the district administration planned to step up the on-going awareness campaigns to highlight the impact of the non-recyclable, non-degradable plastic products on the environment. “This is so that the consumer is better informed and can help bring about the change,” said an official. In Tiruvannamalai, Collector K.S. Kandasamy inaugurated a permanent shop for alternatives to banned plastic items on Tuesday. An initiative of Tiruvannamalai Municipality, the sale counter/shop at Asaliamman Koil Street self-help groups sold alternatives to banned plastic such as food packing materials made of sugarcane bagasse, cloth and paper bags and products made of porcelain, said S. Parijatham, Municipal Commissioner. (With inputs fromV. Venkatasubramanian in Kancheepuram, Sanjana Ganesh in Madurai, C. Jaisankar in Tiruchi, M. Soundariya Preetha in Coimbatore, Rohan Premkumar in Udhagamandalam, S.P. Saravanan in Erode and Serena Josephine. M in Tiruvannamalai and Deepa H. Ramakrishnan in Chennai)|0|
CRS nod for operation of Karur-Salem electrified stretch|January 02, 2019 00:00 IST|January 02, 2019 00:00 IST|The Commissioner of Railway Safety, Southern Circle, Bengaluru, has accorded statutory clearance for operation of electric loco-hauled freight and passenger trains in the newly electrified Karur-Salem broad gauge section. Consequent to the authorisation from the Commissioner of Railway Safety, Southern Railway officials propose to operate a goods train hauled by a electric loco in the 85-km electrified stretch soon. The Commissioner of Railway Safety carried out detailed inspection of the electrified stretch on December 27 and 28 accompanied by top Southern Railway officials and those from the Central Organisation for Railway Electrification (CORE), which executed the overhead electrification project. As part of his two-day inspection, the Commissioner of Railway Safety conducted a high-speed trial run from Karur to Salem on board a special train hauled by an electric locomotive. Senior railway officials toldThe Hinduon Tuesday that the Commissioner of Railway Safety gave mandatory clearance on December 31 for operation of electric-loc- hauled passenger and freight trains on the Karur-Salem energised section. Clearance has been given to operate trains at a maximum speed of 100 km/hour in the electrified section. To begin with, a freight train hauled by an electric locomotive will be operated in a day or two in the section, said an official. Passenger trains will be operated in due course by making neccessary arrangements for electric locomotives. CORE completed the overhead electrification project in a span of around eight months on the Karur-Salem stretch. It is the third major section to be electrified in this part of the region by CORE, which earlier electrified the 140-km Erode-Karur-Tiruchi and the 73-km Karur-Dindigul broad gauge sections. The entire cost for the three projects is over Rs. 300 crore. With the Namakkal traction sub-station constructed by CORE as part of the overhead electrification project yet to be commissioned, power supply is planned to be drawn from the traction sub station at Velliyanai. Officials hope that the traction sub-station works will get over by this month-end. The Karur-Salem stretch covers important stations such as Mohanur, Rasipuram and Namakkal en-route. The full potential of the electrified stretch will be realised once the Namakkal traction sub-station is commissioned. Officials say huge quantities of coal movement is taking place from the Karaikal Port to Mettur near Salem.|0|
No article in  <Response [200]>||||0|
